Frame number,547
First frame,1
Point frequency,100
Analog frequency,1000

Left_Foot Off,0.93,2.14,3.32,4.51
Left_Foot Strike,1.38,2.59,3.77
Right_Foot Off,1.52,2.73,3.92
Right_Foot Strike,2,3.21,4.4

Time,LPSI,,,RPSI,,,RTOE,,,LHEE,,,LKNE,,,LTIB,,,RTIB,,,LANK,,,RTHI,,,LTHI,,,RANK,,,RKNE,,,RHEE,,,LTOE,,,RASI,,,LASI,,
s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1.92,72.6393,-891.1,894.556,165.654,-877.727,889.515,185.924,-308.096,118.233,84.1054,-1071.98,47.8699,-37.1169,-906.226,437.72,-26.6123,-982.691,212.052,254.998,-573.634,287.564,33.4953,-1017.71,64.4734,284.96,-687.792,643.433,-64.3854,-853.333,582.156,195.752,-445.187,69.5036,237.211,-608.75,421.577,142.128,-468.031,26.3126,52.2627,-883.3,27.4625,188.825,-688.183,880.926,-15.2722,-713.767,887.533
1.93,74.4709,-879.857,893.694,167.254,-865.975,888.379,185.641,-296.954,117.165,83.7128,-1071.35,50.9014,-36.2164,-899.571,438.338,-26.4274,-979.326,213.847,254.762,-561.909,286.51,33.2523,-1016.72,66.6028,285.501,-676.426,642.43,-63.4981,-845.7,582.276,195.152,-433.979,68.6385,237.188,-596.94,420.542,141.373,-456.759,25.3594,52.1991,-883.135,27.4707,189.157,-676.241,879.734,-14.9242,-703.159,886.304
1.94,76.1672,-868.376,892.981,168.73,-854.1,887.442,185.201,-287.576,114.72,83.2288,-1070.6,54.239,-35.2595,-892.61,439.017,-26.2511,-975.722,215.781,254.628,-550.505,285.671,32.9218,-1015.62,68.9612,286.022,-664.491,641.758,-62.491,-837.744,582.419,194.698,-424.711,67.225,237.128,-584.747,419.823,140.945,-447.847,23.8746,52.1281,-882.928,27.5033,189.561,-664.201,878.722,-14.5044,-692.246,885.133
1.95,77.7181,-856.647,892.421,170.08,-842.093,886.72,184.634,-279.716,111.055,82.6853,-1069.71,57.902,-34.2355,-885.296,439.754,-26.0607,-971.86,217.863,254.589,-539.404,285.024,32.5223,-1014.38,71.5651,286.531,-652.057,641.377,-61.3627,-829.416,582.582,194.372,-417.131,65.3527,237.05,-572.275,419.385,140.8,-441.012,22.0004,52.0548,-882.675,27.5541,190.035,-652.054,877.911,-14.0114,-681.013,884.029
1.96,79.1175,-844.668,892.013,171.307,-829.949,886.228,183.987,-273.112,106.364,82.1116,-1068.62,61.9086,-33.1346,-877.571,440.539,-25.8361,-967.712,220.098,254.628,-528.594,284.55,32.0723,-1012.96,74.4274,287.034,-639.228,641.242,-60.1139,-820.67,582.757,194.141,-410.965,63.1536,236.977,-559.641,419.19,140.867,-435.93,19.9383,51.985,-882.372,27.6096,190.575,-639.792,877.319,-13.4446,-669.456,883.006
1.97,80.3621,-832.443,891.755,172.415,-817.665,885.977,183.312,-267.495,100.865,81.5327,-1067.29,66.2745,-31.9495,-869.371,441.36,-25.5615,-963.242,222.496,254.722,-518.074,284.232,31.5907,-1011.34,77.5567,287.537,-626.13,641.31,-58.7465,-811.461,582.94,193.965,-405.934,60.7853,236.93,-546.971,419.2,141.06,-432.255,17.9174,51.9257,-882.022,27.6488,191.18,-627.409,876.962,-12.8038,-657.575,882.075
1.98,81.4518,-819.982,891.646,173.414,-805.243,885.976,182.661,-262.613,94.7841,80.972,-1065.67,71.0135,-30.6765,-860.622,442.198,-25.2248,-958.404,225.061,254.847,-507.845,284.059,31.0971,-1009.46,80.9584,288.045,-612.891,641.552,-57.264,-801.746,583.118,193.804,-401.769,58.4122,236.928,-534.385,419.386,141.296,-429.647,16.1604,51.8859,-881.627,27.6441,191.845,-614.908,876.85,-12.0891,-645.379,881.248
1.99,82.3889,-807.304,891.679,174.311,-792.691,886.232,182.068,-258.25,88.3457,80.4539,-1063.67,76.1372,-29.3174,-851.247,443.028,-24.8174,-953.144,227.8,254.988,-497.916,284.025,30.6123,-1007.26,84.6363,288.565,-599.628,641.954,-55.6728,-791.48,583.278,193.631,-398.228,56.1872,236.986,-521.99,419.723,141.51,-427.79,14.8516,51.8766,-881.196,27.5647,192.567,-602.293,876.992,-11.3011,-632.889,880.538
2,83.1783,-794.438,891.851,175.117,-780.025,886.748,181.538,-254.242,81.7665,80.0079,-1061.19,81.6559,-27.8799,-841.163,443.819,-24.3332,-947.399,230.715,255.137,-488.295,284.128,30.1594,-1004.67,88.5959,289.109,-586.43,642.52,-53.9839,-780.619,583.396,193.431,-395.112,54.2336,237.117,-509.875,420.192,141.669,-426.414,14.1115,51.9119,-880.736,27.3826,193.343,-589.576,877.391,-10.4408,-620.131,879.955
2.01,83.8275,-781.417,892.156,175.84,-767.266,887.522,181.046,-250.493,75.2481,79.6719,-1058.14,87.581,-26.3782,-830.29,444.535,-23.7677,-941.101,233.809,255.305,-478.994,284.369,29.7638,-1001.62,92.8451,289.692,-573.358,643.268,-52.2136,-769.122,583.441,193.21,-392.27,52.6315,237.332,-498.106,420.782,141.776,-425.314,13.9798,52.0089,-880.253,27.0804,194.167,-576.775,878.049,-9.5096,-607.146,879.51
2.02,84.3469,-768.284,892.587,176.489,-754.441,888.548,180.54,-246.973,68.971,79.4922,-1054.39,93.9271,-24.8316,-818.549,445.136,-23.1175,-934.177,237.085,255.513,-470.023,284.748,29.4527,-998.034,97.3948,290.33,-560.438,644.227,-50.3841,-756.952,583.379,192.983,-389.609,51.4128,237.637,-486.732,421.479,141.861,-424.357,14.4131,52.1879,-879.748,26.6603,195.038,-563.913,878.959,-8.50988,-593.98,879.211
2.03,84.7504,-755.088,893.139,177.074,-741.584,889.817,179.962,-243.703,63.0888,79.5186,-1049.82,100.713,-23.2622,-805.87,445.582,-22.3812,-926.551,240.543,255.79,-461.4,285.258,29.2531,-993.821,102.26,291.039,-547.666,645.421,-48.5219,-744.082,583.168,192.772,-387.09,50.5654,238.036,-475.788,422.271,141.97,-423.477,15.301,52.4705,-879.209,26.1532,195.954,-551.015,880.111,-7.44464,-580.688,879.065
2.04,85.0556,-741.88,893.801,177.605,-728.73,891.309,179.261,-240.737,57.7252,79.7967,-1044.31,107.961,-21.6932,-792.198,445.836,-21.5603,-918.147,244.186,256.166,-453.144,285.884,29.1892,-988.899,107.463,291.829,-535.02,646.865,-46.6566,-730.501,582.77,192.596,-384.71,50.0449,238.531,-465.299,423.137,142.143,-422.656,16.4942,52.8751,-878.608,25.6254,196.911,-538.112,881.487,-6.31792,-567.331,879.075
2.05,85.284,-728.718,894.566,178.094,-715.918,893.003,178.417,-238.131,52.9717,80.3587,-1037.73,115.7,-20.1472,-777.491,445.867,-20.6612,-908.886,248.017,256.661,-445.283,286.598,29.2798,-983.177,113.032,292.703,-522.474,648.561,-44.8191,-716.213,582.152,192.468,-382.494,49.787,239.121,-455.293,424.053,142.402,-421.903,17.832,53.4111,-877.895,25.1799,197.909,-525.235,883.067,-5.13488,-553.976,879.242
2.06,85.4609,-715.655,895.42,178.555,-703.187,894.869,177.444,-235.924,48.8829,81.2166,-1030,123.955,-18.6445,-761.729,445.657,-19.6957,-898.69,252.035,257.282,-437.849,287.366,29.5357,-976.564,118.998,293.657,-510.015,650.492,-43.0376,-701.247,581.29,192.394,-380.473,49.7193,239.801,-445.799,424.99,142.747,-421.235,19.1649,54.0713,-876.992,24.9545,198.945,-512.417,884.82,-3.90216,-540.689,879.564
2.07,85.6148,-702.746,896.35,179.005,-690.574,896.875,176.388,-234.129,45.4726,82.3573,-1021.05,132.749,-17.2032,-744.917,445.197,-18.681,-887.477,256.234,258.024,-430.876,288.151,29.9583,-968.969,125.396,294.679,-497.657,652.618,-41.3331,-685.652,580.174,192.377,-378.678,49.772,240.564,-436.847,425.919,143.161,-420.664,20.3709,54.828,-875.79,25.1137,200.019,-499.69,886.715,-2.62826,-527.536,880.037
2.08,85.7768,-690.04,897.342,179.464,-678.113,898.984,175.313,-232.728,42.7145,83.7444,-1010.82,142.088,-15.8388,-727.084,444.499,-17.6398,-875.171,260.595,258.873,-424.394,288.919,30.5392,-960.308,132.253,295.751,-485.445,654.881,-39.7142,-669.499,578.816,192.416,-377.135,49.8857,241.404,-428.47,426.813,143.621,-420.197,21.3658,55.6324,-874.142,25.8354,201.126,-487.083,888.715,-1.3237,-514.581,880.651
2.09,85.9789,-677.58,898.381,179.954,-665.834,901.16,174.289,-231.677,40.5486,85.3234,-999.289,151.951,-14.5644,-708.282,443.586,-16.5993,-861.702,265.093,259.805,-418.43,289.641,31.2618,-950.507,139.582,296.856,-473.46,657.207,-38.1745,-652.877,577.243,192.508,-375.854,50.0157,242.312,-420.694,427.648,144.101,-419.83,22.1071,56.4181,-871.863,27.2899,202.265,-474.626,890.781,-0.000984456,-501.878,881.4
2.1,86.2525,-665.403,899.454,180.495,-653.762,903.365,173.38,-230.914,38.8913,87.0338,-986.467,162.278,-13.3909,-688.586,442.503,-15.5896,-847.017,269.687,260.795,-413.005,290.294,32.1048,-939.506,147.372,297.975,-461.81,659.513,-36.6938,-635.886,575.503,192.647,-374.833,50.1328,243.279,-413.538,428.407,144.582,-419.554,22.593,57.1085,-868.73,29.6157,203.431,-462.342,892.874,1.32578,-489.476,882.271
2.11,86.6268,-653.534,900.547,181.107,-641.915,905.566,172.639,-230.37,37.6473,88.8187,-972.373,172.959,-12.3264,-668.086,441.307,-14.6403,-831.088,274.329,261.814,-408.132,290.861,33.0453,-927.258,155.576,299.09,-450.615,661.713,-35.2425,-618.633,573.663,192.826,-374.057,50.2219,244.296,-407.009,429.074,145.049,-419.357,22.8543,57.6256,-864.491,32.8961,204.618,-450.253,894.955,2.64182,-477.413,883.253
2.12,87.1259,-641.99,901.65,181.809,-630.307,907.732,172.097,-229.982,36.7211,90.6318,-957.045,183.833,-11.3755,-646.885,440.072,-13.7767,-813.915,278.967,262.833,-403.82,291.333,34.06,-913.741,164.11,300.187,-439.99,663.728,-33.787,-601.219,571.799,193.035,-373.497,50.2791,245.354,-401.102,429.641,145.494,-419.227,22.9441,57.8998,-858.877,37.1402,205.82,-438.374,896.989,3.93301,-465.714,884.335
2.13,87.7677,-630.777,902.758,182.613,-618.943,909.84,171.759,-229.693,36.0254,92.4367,-940.532,194.697,-10.5394,-625.095,438.879,-13.0167,-795.536,283.549,263.825,-400.066,291.705,35.1249,-898.947,172.848,301.255,-430.023,665.498,-32.2985,-583.733,570,193.263,-373.119,50.3085,246.444,-395.794,430.105,145.913,-419.152,22.9231,57.882,-851.627,42.2752,207.032,-426.717,898.942,5.18722,-454.393,885.507
2.14,88.5619,-619.891,903.866,183.526,-607.825,911.87,171.611,-229.461,35.4873,94.2036,-922.901,205.318,-9.81596,-602.83,437.817,-12.3676,-776.025,288.03,264.769,-396.855,291.981,36.2138,-882.896,181.633,302.285,-420.766,666.984,-30.7608,-566.249,568.348,193.498,-372.886,50.3185,247.557,-391.049,430.466,146.299,-419.121,22.8482,57.5561,-842.504,48.1515,208.245,-415.291,900.786,6.39556,-443.452,886.757
2.15,89.5093,-609.321,904.974,184.55,-596.947,913.811,171.619,-229.261,35.052,95.904,-904.236,215.456,-9.20094,-580.206,436.976,-11.8263,-755.491,292.38,265.652,-394.154,292.169,37.2977,-865.626,190.284,303.275,-412.218,668.172,-29.1772,-548.816,566.922,193.732,-372.758,50.3187,248.684,-386.818,430.732,146.649,-419.123,22.7666,56.9455,-831.316,54.5581,209.455,-404.099,902.498,7.55313,-432.88,888.078
2.16,90.6014,-599.048,906.084,185.678,-586.302,915.654,171.742,-229.076,34.6825,97.5055,-884.635,224.882,-8.68857,-557.332,436.434,-11.3809,-734.069,296.58,266.468,-391.913,292.281,38.3462,-847.194,198.607,304.227,-404.328,669.079,-27.571,-531.465,565.784,193.956,-372.701,50.3181,249.816,-383.044,430.913,146.959,-419.147,22.7135,56.1099,-817.933,61.2427,210.656,-393.141,904.061,8.65928,-422.657,889.46
2.17,91.821,-589.045,907.199,186.898,-575.875,917.399,171.94,-228.903,34.3566,98.9704,-864.207,233.391,-8.27243,-534.316,436.262,-11.0127,-711.912,300.622,267.223,-390.064,292.335,39.3288,-827.675,206.409,305.146,-397.002,669.74,-25.9832,-514.206,564.98,194.168,-372.688,50.324,250.946,-379.661,431.025,147.222,-419.184,22.7085,55.1346,-802.299,67.933,211.844,-382.413,905.463,9.71735,-412.754,890.896
2.18,93.1437,-579.283,908.322,188.194,-565.652,919.044,172.176,-228.742,34.0626,100.259,-843.065,240.811,-7.94575,-511.257,436.51,-10.6996,-689.179,304.503,267.929,-388.529,292.35,40.2167,-807.158,213.503,306.04,-390.113,670.204,-24.4662,-497.03,564.541,194.368,-372.696,50.3414,252.065,-376.605,431.084,147.433,-419.217,22.754,54.1156,-784.437,74.3557,213.015,-371.91,906.7,10.7339,-403.135,892.375
2.19,94.5394,-569.731,909.454,189.542,-555.614,920.591,172.424,-228.597,33.7953,101.334,-821.317,247.007,-7.70089,-488.247,437.208,-10.42,-666.024,308.214,268.602,-387.225,292.346,40.9843,-785.739,219.72,306.917,-383.523,670.526,-23.0757,-479.92,564.48,194.559,-372.708,50.3739,253.168,-373.814,431.11,147.587,-419.233,22.8377,53.1417,-764.437,80.2566,214.168,-361.62,907.769,11.7177,-393.762,893.889
2.2,95.9747,-560.357,910.595,190.917,-545.743,922.044,172.667,-228.473,33.5525,102.171,-799.061,251.879,-7.52831,-465.372,438.365,-10.1558,-642.59,311.733,269.26,-386.078,292.346,41.6111,-763.523,224.912,307.78,-377.097,670.758,-21.8625,-462.851,564.803,194.745,-372.713,50.4225,254.251,-371.23,431.12,147.68,-419.217,22.9385,52.2785,-742.443,85.4189,215.302,-351.529,908.673,12.6784,-384.592,895.426
2.21,97.4152,-551.129,911.738,192.294,-536.021,923.401,172.896,-228.37,33.3332,102.758,-776.378,255.354,-7.41579,-442.71,439.972,-9.89554,-619.003,315.019,269.916,-385.024,292.366,42.0823,-740.609,228.959,308.628,-370.718,670.941,-20.8652,-445.8,565.5,194.93,-372.706,50.4863,255.311,-368.806,431.131,147.715,-419.161,23.0342,51.5563,-718.625,89.6761,216.418,-341.623,909.421,13.6254,-375.585,896.973
2.22,98.8274,-542.018,912.875,193.645,-526.429,924.663,173.11,-228.291,33.1368,103.098,-753.334,257.38,-7.34795,-420.33,441.998,-9.63585,-595.365,318.011,270.58,-384.017,292.421,42.39,-717.093,231.77,309.452,-364.3,671.104,-20.1073,-428.756,566.558,195.12,-372.683,50.5625,256.343,-366.5,431.154,147.701,-419.064,23.1098,50.9655,-693.165,92.9203,217.516,-331.882,910.018,14.5669,-366.699,898.517
2.23,100.181,-532.995,913.993,194.946,-516.951,925.824,173.31,-228.235,32.9619,103.207,-729.976,257.918,-7.30664,-398.294,444.397,-9.38072,-571.758,320.627,271.254,-383.03,292.52,42.5317,-693.056,233.284,310.24,-357.785,671.26,-19.5963,-411.716,567.951,195.315,-372.643,50.6474,257.347,-364.281,431.199,147.654,-418.931,23.1631,50.4601,-666.234,95.1031,218.596,-322.286,910.475,15.5088,-357.899,900.042
2.24,101.452,-524.036,915.074,196.178,-507.57,926.878,173.503,-228.199,32.8071,103.106,-706.33,256.941,-7.27221,-376.655,447.11,-9.14044,-548.234,322.772,271.935,-382.048,292.668,42.5097,-668.563,233.468,310.978,-351.148,671.409,-19.3252,-394.694,569.651,195.518,-372.588,50.7379,258.318,-362.123,431.268,147.593,-418.779,23.2054,49.9681,-637.982,96.2308,219.66,-312.816,910.8,16.4546,-349.148,901.531
2.25,102.618,-515.119,916.101,197.321,-498.272,927.815,173.695,-228.18,32.6705,102.824,-682.404,254.432,-7.22543,-355.457,450.067,-8.9294,-524.826,324.34,272.617,-381.064,292.864,42.3302,-643.66,232.314,311.652,-344.385,671.54,-19.2743,-377.716,571.623,195.727,-372.52,50.832,259.248,-360.003,431.361,147.542,-418.624,23.2585,49.4073,-608.537,96.3537,220.707,-303.451,910.999,17.4047,-340.415,902.969
2.26,103.665,-506.224,917.054,198.365,-489.044,928.626,173.895,-228.171,32.5499,102.386,-658.181,250.385,-7.15005,-334.738,453.186,-8.76418,-501.54,325.225,273.289,-380.075,293.105,42.0021,-618.369,229.837,312.254,-337.515,671.638,-19.4135,-360.817,573.826,195.941,-372.44,50.9297,260.132,-357.896,431.474,147.518,-418.486,23.3488,48.7009,-578.003,95.5529,221.736,-294.174,911.078,18.3569,-331.672,904.338
2.27,104.585,-497.335,917.912,199.299,-479.873,929.299,174.107,-228.166,32.4426,101.817,-633.623,244.807,-7.03522,-314.526,456.38,-8.66179,-478.362,325.326,273.938,-379.076,293.382,41.5354,-592.688,226.068,312.782,-330.565,671.682,-19.7064,-344.042,576.216,196.155,-372.35,51.0328,260.957,-355.778,431.599,147.534,-418.384,23.5031,47.7879,-546.466,93.9303,222.744,-284.969,911.042,19.3066,-322.895,905.622
2.28,105.372,-488.438,918.659,200.12,-470.75,929.826,174.336,-228.158,32.3455,101.134,-608.667,237.726,-6.87734,-294.847,459.56,-8.63808,-455.26,324.556,274.55,-378.055,293.687,40.9403,-566.592,221.05,313.236,-323.573,671.656,-20.1138,-327.435,578.743,196.364,-372.251,51.1435,261.714,-353.621,431.727,147.6,-418.331,23.746,46.6315,-514.001,91.6004,223.728,-275.823,910.893,20.2473,-314.063,906.805
2.29,106.024,-479.519,919.278,200.824,-461.666,930.198,174.582,-228.138,32.2545,100.349,-583.231,229.19,-6.681,-275.719,462.632,-8.7065,-432.187,322.85,275.11,-376.991,294.01,40.2277,-540.035,214.843,313.622,-316.575,671.542,-20.5963,-311.044,581.356,196.557,-372.14,51.2639,262.392,-351.397,431.847,147.715,-418.338,24.0964,45.2252,-480.671,88.6824,224.686,-266.725,910.632,21.1718,-305.159,907.872
2.3,106.542,-470.569,919.756,201.41,-452.615,930.409,174.839,-228.095,32.1644,99.4659,-557.217,219.273,-6.45883,-257.164,465.507,-8.87721,-409.087,320.17,275.599,-375.857,294.339,39.4101,-512.953,207.518,313.945,-309.605,671.327,-21.1166,-294.914,583.998,196.72,-372.014,51.3958,262.98,-349.075,431.947,147.872,-418.408,24.5631,43.5957,-446.533,85.2956,225.613,-257.669,910.261,22.0723,-296.166,908.81
2.31,106.926,-461.575,920.085,201.876,-443.589,930.459,175.1,-228.02,32.069,98.4842,-530.52,208.074,-6.22986,-239.199,468.101,-9.1567,-385.9,316.509,276.001,-374.623,294.661,38.501,-485.272,199.16,314.212,-302.692,671,-21.6422,-279.089,586.607,196.838,-371.865,51.5407,263.469,-346.624,432.015,148.051,-418.533,25.139,41.7993,-411.633,81.5603,226.507,-248.65,909.78,22.9417,-287.073,909.606
2.32,107.177,-452.529,920.256,202.222,-434.585,930.347,175.351,-227.903,31.9618,97.4004,-503.032,195.722,-6.01677,-221.845,470.335,-9.54773,-362.568,311.894,276.3,-373.255,294.964,37.5152,-456.913,189.87,314.431,-295.855,670.556,-22.1461,-263.61,589.121,196.893,-371.687,51.7,263.846,-344.014,432.04,148.223,-418.693,25.7995,39.9157,-376.014,77.6004,227.365,-239.666,909.191,23.7738,-277.867,910.249
2.33,107.297,-443.422,920.268,202.443,-425.596,930.076,175.581,-227.735,31.837,96.2097,-474.652,182.376,-5.84247,-205.126,472.138,-10.0497,-339.038,306.385,276.481,-371.723,295.239,36.4676,-427.799,179.772,314.606,-289.103,669.994,-22.6077,-248.518,591.475,196.866,-371.476,51.8754,264.104,-341.216,432.015,148.346,-418.858,26.5089,38.04,-339.717,73.5459,228.187,-230.716,908.495,24.5635,-268.539,910.731
2.34,107.284,-434.243,920.118,202.536,-416.618,929.652,175.776,-227.511,31.6909,94.9071,-445.288,168.22,-5.72671,-189.068,473.452,-10.6586,-315.27,300.075,276.535,-370.005,295.481,35.3716,-397.859,169.012,314.742,-282.433,669.317,-23.0134,-233.854,593.607,196.741,-371.226,52.0697,264.237,-338.208,431.934,148.379,-418.999,27.2297,36.2728,-302.79,69.5339,228.971,-221.799,907.694,25.307,-259.079,911.044
2.35,107.138,-424.984,919.808,202.497,-407.645,929.082,175.926,-227.231,31.5236,93.4897,-414.867,153.465,-5.68367,-173.704,474.226,-11.3665,-291.241,293.087,276.458,-368.09,295.69,34.2381,-367.041,157.764,314.841,-275.834,668.533,-23.3558,-219.666,595.456,196.507,-370.938,52.2865,264.242,-334.977,431.799,148.286,-419.086,27.9322,34.7088,-265.294,65.7104,229.72,-212.916,906.793,26.0018,-249.479,911.184
2.36,106.855,-415.634,919.339,202.319,-398.671,928.374,176.028,-226.901,31.339,91.9582,-383.34,138.349,-5.72054,-159.065,474.427,-12.1611,-266.952,285.57,276.253,-365.98,295.873,33.0759,-335.319,146.232,314.906,-269.29,667.653,-23.6338,-206.001,596.962,196.158,-370.613,52.5313,264.121,-331.517,431.616,148.041,-419.097,28.5984,33.4264,-227.306,62.2301,230.434,-204.064,905.796,26.6459,-239.731,911.148
2.37,106.435,-406.184,918.717,201.997,-389.686,927.538,176.083,-226.532,31.1446,90.3189,-350.694,123.133,-5.83745,-145.184,474.035,-13.0256,-242.43,277.694,275.927,-363.687,296.044,31.8918,-302.7,134.642,314.942,-262.78,666.694,-23.8521,-192.915,598.07,195.698,-370.256,52.8114,263.884,-327.835,431.395,147.633,-419.021,29.2243,32.4799,-188.927,59.2547,231.116,-195.241,904.711,27.2385,-229.831,910.938
2.38,105.874,-396.624,917.944,201.525,-380.683,926.582,176.097,-226.144,30.9503,88.5857,-316.964,108.099,-6.02845,-132.085,473.045,-13.939,-217.725,269.644,275.496,-361.235,296.222,30.6931,-269.235,123.244,314.955,-256.283,665.679,-24.0199,-180.461,598.729,195.142,-369.874,53.1352,263.546,-323.947,431.153,147.066,-418.853,29.819,31.8931,-150.289,56.9492,231.767,-186.442,903.545,27.7788,-219.772,910.554
2.39,105.17,-386.944,917.025,200.897,-371.65,925.518,176.08,-225.755,30.7665,86.7827,-282.233,93.5413,-6.28336,-119.784,471.47,-14.8773,-192.914,261.611,274.978,-358.654,296.431,29.4907,-235.023,112.299,314.951,-249.78,664.634,-24.1503,-168.688,598.895,194.512,-369.477,53.5116,263.126,-319.872,430.91,146.362,-418.6,30.4029,31.6568,-111.556,55.4742,232.388,-177.66,902.308,28.2661,-209.55,910.001
2.4,104.321,-377.136,915.968,200.109,-362.576,924.354,176.043,-225.388,30.6017,84.9468,-246.648,79.7618,-6.59,-108.276,469.34,-15.8132,-168.096,253.782,274.401,-355.977,296.696,28.3008,-200.214,102.067,314.942,-243.256,663.587,-24.2587,-157.635,598.535,193.842,-369.072,53.9488,262.649,-315.635,430.688,145.558,-418.277,31.004,31.7306,-72.9303,54.9746,232.978,-168.887,901.01,28.7,-199.164,909.286
2.41,103.326,-367.191,914.777,199.158,-353.447,923.104,175.998,-225.057,30.4608,83.13,-210.415,67.0521,-6.93667,-97.5308,466.704,-16.7183,-143.386,246.33,273.792,-353.234,297.042,27.1457,-165.014,92.7937,314.939,-236.701,662.566,-24.3628,-147.327,597.632,193.167,-368.664,54.454,262.142,-311.259,430.509,144.704,-417.904,31.6538,32.0487,-34.643,55.5636,233.538,-160.109,899.661,29.08,-188.612,908.417
2.42,102.185,-357.104,913.464,198.044,-344.25,921.777,175.956,-224.775,30.3445,81.3992,-173.802,55.679,-7.31401,-87.494,463.629,-17.5646,-118.918,239.409,273.18,-350.442,297.487,26.0545,-129.681,84.693,314.955,-230.108,661.6,-24.4824,-137.761,596.184,192.525,-368.255,55.0347,261.632,-306.759,430.391,143.85,-417.5,32.3828,32.5295,3.04462,57.3084,234.064,-151.311,898.272,29.4056,-177.894,907.404
2.43,100.902,-346.87,912.038,196.769,-334.97,920.387,175.923,-224.546,30.2501,79.8327,-137.137,45.8644,-7.71588,-78.081,460.197,-18.3276,-94.8301,233.14,272.593,-347.605,298.047,25.0627,-94.5235,77.9274,315.004,-223.476,660.713,-24.6391,-128.905,594.217,191.953,-367.844,55.699,261.143,-302.145,430.348,143.05,-417.083,33.2199,33.0889,39.8518,60.217,234.555,-142.475,896.854,29.6764,-167.015,906.261
2.44,99.4806,-336.486,910.513,195.339,-325.592,918.948,175.905,-224.368,30.1725,78.5124,-100.803,37.7625,-8.13968,-69.1805,456.508,-18.9878,-71.2688,227.608,272.057,-344.712,298.729,24.211,-59.8891,72.59,315.094,-216.801,659.924,-24.8542,-120.691,591.784,191.48,-367.427,56.456,260.693,-297.413,430.385,142.348,-416.664,34.192,33.653,75.4869,64.2262,235.007,-133.578,895.416,29.8917,-155.979,905.003
2.45,97.9289,-325.952,908.908,193.765,-316.101,917.476,175.903,-224.235,30.1062,77.5151,-65.2196,31.4403,-8.58604,-60.657,452.668,-19.5321,-48.3773,222.86,271.591,-341.736,299.532,23.5418,-26.1551,68.6923,315.229,-210.078,659.246,-25.1466,-113.005,588.966,191.127,-366.996,57.315,260.294,-292.554,430.505,141.782,-416.251,35.3224,34.1695,109.658,69.1959,235.418,-124.594,893.97,30.0511,-144.794,903.648
2.46,96.2582,-315.268,907.242,192.06,-306.482,915.987,175.919,-224.135,30.0469,76.9003,-30.8354,26.8637,-9.0575,-52.3563,448.789,-19.9545,-26.2936,218.897,271.204,-338.643,300.451,23.0927,6.29267,66.1591,315.407,-203.298,658.684,-25.5301,-105.691,585.873,190.902,-366.542,58.2847,259.948,-287.551,430.703,141.373,-415.846,36.6296,34.6141,142.084,74.9083,235.784,-115.497,892.527,30.154,-133.467,902.216
2.47,94.4835,-304.439,905.54,190.244,-296.718,914.499,175.949,-224.058,29.9921,76.6967,1.90047,23.8936,-9.55633,-44.1133,444.984,-20.2561,-5.14667,215.682,270.9,-335.394,301.475,22.8883,37.0801,64.831,315.615,-196.443,658.232,-26.0108,-98.5531,582.637,190.806,-366.057,59.3726,259.651,-282.384,430.973,141.13,-415.445,38.1255,34.9916,172.507,81.0769,236.1,-106.261,891.094,30.1996,-122.01,900.733
2.48,92.6241,-293.468,903.828,188.338,-286.795,913.03,175.991,-223.991,29.9418,76.8932,32.5619,22.2948,-10.0822,-35.7612,441.358,-20.4443,14.9472,213.141,270.673,-331.955,302.594,22.934,65.8644,64.477,315.834,-189.49,657.879,-26.5858,-91.3611,579.403,190.83,-365.531,60.5852,259.392,-277.033,431.305,141.049,-415.04,39.8161,35.3309,200.699,87.3625,236.36,-96.8577,889.682,30.1864,-110.432,899.226
2.49,90.7033,-282.361,902.137,186.37,-276.698,911.599,176.041,-223.923,29.8984,77.4349,60.7711,21.7581,-10.6306,-27.1419,438.005,-20.5313,33.8897,211.173,270.512,-328.298,303.796,23.2127,92.3528,64.8161,316.04,-182.407,657.604,-27.2431,-83.8688,576.319,190.96,-364.956,61.9289,259.151,-271.481,431.691,141.12,-414.624,41.7047,35.6752,226.48,93.3971,236.557,-87.2641,888.296,30.1125,-98.7465,897.726
2.5,88.7473,-271.123,900.497,184.368,-266.414,910.225,176.099,-223.845,29.8656,78.229,86.2222,21.9332,-11.1919,-18.1166,435.003,-20.5321,51.6073,209.659,270.399,-324.404,305.073,23.6845,116.319,65.546,316.202,-175.158,657.382,-27.9635,-75.8325,573.521,191.181,-364.321,63.4098,258.908,-265.711,432.123,141.328,-414.188,43.7955,36.0697,249.722,98.8125,236.683,-77.4586,886.942,29.9746,-86.9632,896.267
