Frame number,453
First frame,1
Point frequency,100
Analog frequency,1000

Left_Foot Strike,0.25,1.3,2.35,3.4
Right_Foot Strike,0.77,1.83,2.88,3.94
Left_Foot Off,0.88,1.93,2.98,4.05
Right_Foot Off,1.4,2.45,3.51

Time,LANK,,,LPSI,,,RTIB,,,RASI,,,RANK,,,RKNE,,,RTOE,,,LASI,,,LHEE,,,RHEE,,,LTOE,,,LTIB,,,LTHI,,,RTHI,,,LKNE,,,RPSI,,
s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1.31,241.095,975.79,67.2981,187.661,1310.19,910.766,-41.0458,1413.91,346.507,2.85299,1125.96,878.112,28.5383,1567.56,133.547,-12.097,1325.31,448.591,49.7389,1450.75,40.5792,252.821,1112.69,897.476,179.82,1009.91,21.2819,87.5504,1625.52,128.916,237.908,822.949,75.5066,304.522,1007.82,258.249,302.052,1075.4,578.51,-38.7131,1247.55,661.937,287.747,1038.13,465.459,108.146,1310.79,918.244
1.32,240.853,972.096,65.704,189.877,1295.5,910.643,-41.3642,1402.18,347.836,4.57336,1112.13,877.244,27.7423,1561.5,138.871,-12.6878,1309.89,447.193,49.7625,1450.19,39.9645,254.299,1098.32,897.604,180.081,1009.44,22.1373,87.1311,1618.57,137.01,236.58,819.224,66.9079,304.689,996.259,257.318,301.596,1060.13,578.855,-37.647,1232.93,660.789,288.42,1022.72,465.824,110.123,1296.79,917.539
1.33,240.969,968.4,64.6813,192.149,1280.75,910.928,-41.6476,1389.28,349.279,6.35828,1098.31,876.586,27.2928,1554.26,144.734,-13.3479,1293.15,445.579,49.9436,1449.48,39.429,255.807,1083.94,898.003,180.691,1008.89,23.467,87.233,1610.01,145.925,235.445,815.623,59.2435,305.122,984.97,256.676,301.848,1046.04,578.957,-36.5128,1217.7,659.575,289.234,1007.97,466.154,112.093,1282.81,916.993
1.34,241.293,964.825,64.1649,194.419,1266.06,911.579,-41.9253,1375.07,350.792,8.19793,1084.53,876.151,27.2058,1545.69,151.175,-14.0604,1275.09,443.769,50.2727,1448.49,39.1903,257.344,1069.61,898.644,181.506,1008.17,25.0474,87.8386,1599.69,155.676,234.529,812.2,52.8467,305.776,974.16,256.272,302.807,1032.84,578.94,-35.3228,1201.89,658.299,290.184,993.99,466.42,114.036,1268.89,916.605
1.35,241.652,961.575,64.0422,196.624,1251.52,912.518,-42.2232,1359.44,352.307,10.081,1070.82,875.951,27.4797,1535.67,158.213,-14.8021,1255.72,441.805,50.7101,1446.99,39.5198,258.908,1055.37,899.498,182.364,1007.3,26.6392,88.9032,1587.56,166.226,233.835,809.073,47.8637,306.572,964.101,256.018,304.322,1020.21,578.919,-34.0931,1185.51,656.977,291.248,980.812,466.602,115.937,1255.07,916.376
1.36,241.914,958.83,64.1843,198.703,1237.23,913.646,-42.5556,1342.29,353.744,11.9945,1057.21,875.997,28.1026,1524.11,165.838,-15.5444,1235.12,439.749,51.19,1444.69,40.7029,260.5,1041.26,900.532,183.129,1006.38,28.0489,90.3704,1573.61,177.469,233.357,806.35,44.2663,307.42,955.055,255.824,306.158,1007.92,578.964,-32.8445,1168.63,655.641,292.394,968.48,466.685,117.778,1241.37,916.302
1.37,242.016,956.69,64.4713,200.61,1223.28,914.862,-42.9207,1323.61,355.033,13.924,1043.72,876.297,29.0599,1510.95,174.009,-16.2544,1213.38,437.685,51.6317,1441.26,42.9805,262.114,1027.31,901.712,183.718,1005.51,29.1599,92.1885,1557.9,189.222,233.078,804.091,41.8837,308.24,947.217,255.62,308.086,995.882,579.101,-31.6016,1151.31,654.341,293.584,957.018,466.664,119.543,1227.82,916.377
1.38,241.959,955.167,64.8091,202.319,1209.69,916.075,-43.3012,1303.45,356.141,15.8545,1030.36,876.856,30.338,1496.2,182.645,-16.8986,1190.64,435.713,51.9544,1436.31,46.4897,263.747,1013.56,903.006,184.105,1004.76,29.9342,94.3238,1540.55,201.233,232.968,802.312,40.4587,308.977,940.672,255.37,309.927,984.172,579.323,-30.3909,1133.64,653.147,294.784,946.44,466.537,121.217,1214.43,916.596
1.39,241.787,954.194,65.1357,203.831,1196.46,917.221,-43.6642,1281.92,357.087,17.7708,1017.15,877.68,31.9221,1479.89,191.614,-17.4462,1167.05,433.94,52.0893,1429.46,51.2254,265.393,1000.03,904.382,184.306,1004.2,30.3974,96.7604,1521.68,213.191,232.987,800.991,39.713,309.6,935.394,255.066,311.574,972.937,579.607,-29.2356,1115.69,652.133,295.96,936.742,466.309,122.786,1201.23,916.956
1.4,241.553,953.655,65.4186,205.167,1183.57,918.267,-43.9622,1259.19,357.938,19.6593,1004.09,878.77,33.7889,1462.08,200.737,-17.873,1142.78,432.475,51.991,1420.32,57.0344,267.045,986.737,905.811,184.36,1003.82,30.6145,99.4843,1501.46,224.751,233.081,800.07,39.3943,310.101,931.258,254.711,312.982,962.329,579.916,-28.1518,1097.54,651.377,297.079,927.901,465.986,124.238,1188.21,917.451
1.41,241.306,953.41,65.6476,206.357,1170.96,919.218,-44.1374,1235.48,358.801,21.5083,991.182,880.126,35.8971,1442.88,209.785,-18.1643,1118,431.42,51.6531,1408.56,63.6376,268.695,973.683,907.265,184.316,1003.61,30.6668,102.457,1480.1,235.564,233.2,799.47,39.3003,310.484,928.065,254.316,314.149,952.44,580.207,-27.1477,1079.25,650.948,298.112,919.871,465.574,125.565,1175.37,918.078
1.42,241.081,953.324,65.8275,207.435,1158.59,920.109,-44.1295,1211.02,359.799,23.3093,978.414,881.741,38.1801,1422.38,218.501,-18.3158,1092.87,430.862,51.1206,1393.95,70.6706,270.335,960.87,908.717,184.221,1003.52,30.6323,105.592,1457.82,245.319,233.298,799.101,39.2874,310.765,925.575,253.89,315.105,943.28,580.437,-26.2263,1060.91,650.905,299.034,912.588,465.079,126.757,1162.71,918.835
1.43,240.898,953.284,65.9718,208.428,1146.39,920.995,-43.8864,1186.05,361.049,25.0571,965.775,883.606,40.5477,1400.7,226.619,-18.3314,1067.55,430.866,50.4876,1376.38,77.7319,271.96,948.292,910.145,184.111,1003.51,30.5745,108.755,1434.84,253.769,233.345,798.879,39.2699,310.966,923.539,253.444,315.886,934.783,580.575,-25.3882,1042.54,651.289,299.824,905.969,464.51,127.808,1150.21,919.718
1.44,240.764,953.212,66.0981,209.343,1134.34,921.94,-43.3773,1160.77,362.642,26.7502,953.25,885.704,42.8978,1377.95,233.884,-18.2215,1042.19,431.471,49.8782,1355.88,84.4334,273.563,935.94,911.528,184.009,1003.54,30.5373,111.786,1411.34,260.749,233.33,798.734,39.2095,311.112,921.738,252.993,316.524,926.827,580.61,-24.6331,1024.21,652.128,300.471,899.925,463.884,128.713,1137.86,920.721
1.45,240.673,953.068,66.2235,210.175,1122.39,922.992,-42.6006,1135.36,364.626,28.39,940.821,888.011,45.1336,1354.24,240.074,-18.0006,1016.9,432.691,49.4195,1332.62,90.4413,275.142,923.799,912.848,183.926,1003.57,30.5452,114.54,1387.47,266.169,233.257,798.619,39.1009,311.228,920,252.557,317.036,919.277,580.547,-23.9606,1005.92,653.43,300.973,894.364,463.216,129.466,1125.64,921.836
1.46,240.613,952.841,66.3627,210.9,1110.53,924.18,-41.5838,1109.96,366.994,29.9804,928.47,890.498,47.1805,1329.69,245.011,-17.686,991.794,434.51,49.2128,1306.87,95.5047,276.694,911.853,914.088,183.86,1003.57,30.6073,116.917,1363.3,269.999,233.139,798.506,38.9577,311.33,918.22,252.155,317.426,912.016,580.404,-23.369,987.712,655.189,301.335,889.2,462.525,130.066,1113.52,923.051
1.47,240.566,952.544,66.5263,211.487,1098.73,925.499,-40.3758,1084.65,369.686,31.5266,916.176,893.13,48.995,1304.39,248.573,-17.2959,966.943,436.893,49.313,1278.94,99.4687,278.216,900.086,915.234,183.801,1003.54,30.7227,118.878,1338.86,272.241,232.998,798.384,38.8016,311.427,916.352,251.805,317.69,904.975,580.207,-22.8579,969.599,657.378,301.567,884.366,461.829,130.51,1101.5,924.351
1.48,240.511,952.202,66.721,211.899,1086.98,926.92,-39.0366,1059.49,372.596,33.0339,903.924,895.863,50.5678,1278.43,250.688,-16.8465,942.413,439.781,49.7256,1249.19,102.272,279.709,888.479,916.272,183.733,1003.46,30.8849,120.445,1314.13,272.91,232.855,798.256,38.6556,311.516,914.405,251.52,317.825,898.133,579.983,-22.4317,951.601,659.96,301.683,879.81,461.145,130.8,1089.55,925.715
1.49,240.433,951.843,66.9502,212.107,1075.26,928.396,-37.6281,1034.51,375.583,34.5072,891.697,898.652,51.9191,1251.89,251.332,-16.3496,918.25,443.103,50.4153,1217.92,103.931,281.171,877.015,917.191,183.639,1003.33,31.0873,121.687,1289.08,272.021,232.733,798.125,38.5399,311.591,912.42,251.307,317.828,891.51,579.755,-22.0985,933.736,662.879,301.699,875.498,460.488,130.937,1077.66,927.117
1.5,240.321,951.491,67.2144,212.092,1063.59,929.868,-36.2066,1009.7,378.488,35.9491,879.483,901.446,53.0901,1224.82,250.515,-15.8107,894.488,446.772,51.3135,1185.37,104.511,282.599,865.678,917.979,183.505,1003.16,31.326,122.695,1263.64,269.581,232.645,797.995,38.4692,311.644,910.453,251.165,317.702,885.14,579.54,-21.863,916.019,666.068,301.635,871.406,459.872,130.926,1065.81,928.53
1.51,240.173,951.164,67.5111,211.849,1051.95,931.282,-34.8194,985.071,381.145,37.3603,867.271,904.196,54.1324,1197.25,248.275,-15.2296,871.152,450.695,52.3274,1151.72,104.116,283.992,854.452,918.626,183.322,1002.94,31.6035,123.569,1237.76,265.594,232.605,797.869,38.4518,311.669,908.557,251.089,317.464,879.044,579.352,-21.7218,898.464,669.45,301.513,867.517,459.308,130.772,1053.99,929.924
1.52,239.997,950.867,67.8347,211.39,1040.35,932.587,-33.5027,960.616,383.401,38.7386,855.054,906.848,55.0995,1169.19,244.668,-14.6026,848.261,454.775,53.3561,1117.11,102.868,285.345,843.322,919.122,183.094,1002.71,31.9305,124.398,1211.35,260.071,232.615,797.74,38.4895,311.661,906.771,251.07,317.139,873.21,579.192,-21.6626,881.081,672.939,301.356,863.814,458.805,130.483,1042.19,931.266
1.53,239.808,950.599,68.1766,210.742,1028.79,933.749,-32.2847,936.326,385.129,40.0793,842.828,909.354,56.0382,1140.64,239.764,-13.9263,825.834,458.912,54.3092,1081.63,100.902,286.655,832.276,919.455,182.835,1002.47,32.3252,125.25,1184.33,253.037,232.671,797.603,38.5759,311.62,905.111,251.095,316.763,867.586,579.053,-21.666,863.881,676.452,301.184,860.279,458.363,130.07,1030.41,932.526
1.54,239.622,950.354,68.5268,209.941,1017.28,934.742,-31.1857,912.193,386.231,41.3752,830.589,911.667,56.9819,1111.57,233.644,-13.1979,803.891,463.01,55.1168,1045.39,98.3432,287.915,821.301,919.617,182.571,1002.26,32.81,126.163,1156.61,244.536,232.755,797.445,38.6966,311.546,903.577,251.158,316.373,862.094,578.925,-21.7106,846.874,679.909,301.012,856.889,457.981,129.543,1018.63,933.673
1.55,239.454,950.121,68.877,209.029,1005.8,935.552,-30.2156,888.212,386.642,42.6178,818.336,913.742,57.9471,1081.96,226.392,-12.4156,782.456,466.974,55.7323,1008.45,95.3042,289.122,810.386,919.6,182.333,1002.09,33.4011,127.151,1128.08,234.638,232.848,797.254,38.8307,311.442,902.157,251.254,316.002,856.646,578.798,-21.7769,830.076,683.237,300.847,853.621,457.651,128.913,1006.85,934.678
1.56,239.311,949.889,69.223,208.047,994.371,936.173,-29.3712,864.378,386.328,43.7973,806.066,915.543,58.9314,1051.77,218.097,-11.5788,761.561,470.72,56.1294,970.857,91.8798,290.271,799.519,919.398,182.139,1001.98,34.0977,128.201,1098.68,223.445,232.926,797.024,38.9563,311.312,900.836,251.388,315.674,851.179,578.656,-21.8504,813.507,686.37,300.694,850.455,457.369,128.191,995.071,935.515
1.57,239.191,949.65,69.5678,207.026,982.979,936.598,-28.6375,840.7,385.29,44.9042,793.778,917.038,59.9133,1020.97,208.85,-10.6887,741.249,474.165,56.2975,932.67,88.1557,291.356,788.688,919.006,181.993,1001.91,34.8775,129.282,1068.31,211.088,232.976,796.756,39.0547,311.16,899.596,251.568,315.395,845.669,578.484,-21.9223,797.193,689.244,300.552,847.365,457.129,127.388,983.28,936.164
1.58,239.086,949.396,69.9221,205.989,971.619,936.825,-27.9951,817.198,383.558,45.9297,781.47,918.201,60.8533,989.49,198.75,-9.74793,721.568,477.235,56.2332,893.93,84.2159,292.373,777.883,918.425,181.883,1001.86,35.7038,130.35,1036.92,197.721,232.992,796.467,39.1125,310.992,898.424,251.808,315.161,840.132,578.273,-21.9881,781.159,691.8,300.424,844.328,456.925,126.515,971.474,936.604
1.59,238.98,949.122,70.3043,204.945,960.277,936.852,-27.4263,793.911,381.189,46.8662,769.136,919.014,61.6983,957.299,187.915,-8.75985,702.579,479.864,55.931,854.683,80.1514,293.319,767.092,917.657,181.785,1001.8,36.5395,131.356,1004.48,183.521,232.977,796.182,39.1228,310.817,897.302,252.123,314.958,834.612,578.033,-22.0469,765.432,693.985,300.311,841.317,456.752,125.578,959.647,936.824
1.6,238.861,948.826,70.7381,203.894,948.935,936.676,-26.9188,770.888,378.26,47.7084,756.772,919.467,62.3875,924.357,176.491,-7.72803,684.344,481.993,55.3805,814.975,76.0659,294.19,756.304,916.706,181.674,1001.7,37.3612,132.237,970.944,168.685,232.938,795.93,39.0865,310.645,896.208,252.52,314.772,829.156,577.778,-22.1004,750.041,695.749,300.214,838.298,456.602,124.586,947.793,936.815
1.61,238.72,948.51,71.2482,202.826,937.571,936.297,-26.4653,748.187,374.862,48.4529,744.37,919.556,62.8585,890.638,164.651,-6.65686,666.928,483.571,54.5667,774.857,72.0797,294.983,745.505,915.582,181.529,1001.55,38.1664,132.928,936.322,153.434,232.888,795.733,39.0133,310.49,895.112,253.001,314.597,823.793,577.529,-22.1521,735.018,697.048,300.134,835.238,456.471,123.54,935.902,936.571
1.62,238.557,948.178,71.8558,201.729,926.166,935.718,-26.0612,725.865,371.084,49.0985,731.922,919.283,63.0523,856.125,152.601,-5.55242,650.385,484.556,53.4723,734.393,68.3361,295.695,734.685,914.296,181.34,1001.35,38.9742,133.361,900.631,138.024,232.841,795.599,38.9187,310.361,893.975,253.561,314.44,818.526,577.304,-22.2061,720.394,697.845,300.07,832.095,456.356,122.446,923.966,936.093
1.63,238.384,947.837,72.5745,200.588,914.701,934.947,-25.702,703.969,367.017,49.6456,719.418,918.659,62.9186,820.824,140.583,-4.42285,634.756,484.919,52.0842,693.668,65.007,296.322,723.828,912.861,181.116,1001.12,39.8203,133.465,863.919,122.738,232.81,795.525,38.819,310.268,892.753,254.185,314.312,813.318,577.111,-22.2669,706.201,698.107,300.019,828.822,456.251,121.302,911.973,935.385
1.64,238.221,947.493,73.4092,199.393,903.161,933.998,-25.3837,682.532,362.751,50.096,706.846,917.699,62.419,784.766,128.866,-3.27772,620.058,484.649,50.404,652.786,62.2937,296.861,712.922,911.291,180.883,1000.87,40.7495,133.173,826.262,107.878,232.799,795.499,38.7225,310.214,891.397,254.857,314.22,808.1,576.937,-22.34,692.468,697.808,299.977,825.365,456.146,120.109,899.91,934.456
1.65,238.094,947.15,74.357,198.132,891.535,932.889,-25.1042,661.566,358.386,50.4524,694.195,916.427,61.5296,748.024,117.741,-2.12749,606.277,483.754,48.4604,611.875,60.4216,297.309,701.953,909.603,180.678,1000.63,41.8063,132.425,787.777,93.7529,232.805,795.497,38.6258,310.199,889.859,255.558,314.165,802.778,576.75,-22.4342,679.219,696.929,299.938,821.667,456.029,118.863,887.765,933.318
1.66,238.029,946.802,75.4115,196.798,879.816,931.643,-24.8652,641.061,354.03,50.7182,681.452,914.868,60.2428,710.723,107.502,-0.983588,593.363,482.269,46.3213,571.086,59.6284,297.663,690.906,907.814,180.54,1000.4,43.0287,131.174,748.625,80.6609,232.818,795.491,38.5173,310.216,888.094,256.273,314.141,797.253,576.519,-22.5637,666.467,695.464,299.896,817.672,455.884,117.563,875.522,931.987
1.67,238.051,946.43,76.5667,195.389,867.997,930.284,-24.6716,620.989,349.804,50.897,668.604,913.058,58.5717,673.045,98.4179,0.140778,581.227,480.25,44.0965,530.604,60.1433,297.922,679.765,905.94,180.501,1000.19,44.4461,129.4,709.029,68.866,232.826,795.454,38.3824,310.256,886.066,256.992,314.14,791.439,576.223,-22.7499,654.211,693.428,299.849,813.332,455.7,116.205,863.167,930.481
1.68,238.169,946.008,77.8212,193.902,856.074,928.838,-24.5308,601.306,345.833,50.9926,655.639,911.032,56.5561,635.239,90.7084,1.22971,569.739,477.779,41.9343,490.656,62.1539,298.084,668.515,904.003,180.578,1000.01,46.0812,127.122,669.274,58.5747,232.82,795.365,38.2093,310.303,883.749,257.719,314.149,785.269,575.854,-23.0194,642.427,690.856,299.795,808.609,455.474,114.786,850.685,928.82
1.69,238.384,945.501,79.1827,192.336,844.044,927.331,-24.4511,581.959,342.239,51.0082,642.546,908.832,54.2638,597.627,84.5204,2.26464,558.734,474.957,40.0058,451.519,65.758,298.15,657.138,902.018,180.776,999.83,47.9533,124.4,629.72,49.9137,232.792,795.216,37.993,310.348,881.128,258.47,314.16,778.692,575.41,-23.4002,631.06,687.814,299.734,803.473,455.209,113.302,838.064,927.029
1.7,238.686,944.878,80.669,190.685,831.906,925.779,-24.4396,562.904,339.122,50.9462,629.314,906.504,51.7851,560.6,79.9059,3.22505,548.016,471.906,38.4794,413.522,70.9117,298.12,645.616,900.006,181.087,999.632,50.0826,121.333,590.809,42.9172,232.74,795.01,37.7382,310.385,878.198,259.272,314.163,771.674,574.901,-23.9168,620.021,684.396,299.664,797.905,454.917,111.751,825.289,925.13
1.71,239.058,944.118,82.3092,188.945,819.655,924.197,-24.4996,544.111,336.55,50.8079,615.936,904.094,49.2269,524.621,76.8068,4.08976,537.367,468.754,37.4932,377.05,77.3922,297.994,633.932,897.984,181.495,999.384,52.4932,118.056,553.058,37.5239,232.667,794.759,37.4587,310.414,874.955,260.157,314.154,764.199,574.344,-24.5853,609.18,680.724,299.581,791.89,454.608,110.133,812.35,923.151
1.72,239.489,943.203,84.142,187.108,807.281,922.587,-24.6302,525.582,334.537,50.5928,602.406,901.652,46.707,490.209,75.0526,4.83811,526.56,465.634,37.13,342.529,84.7866,297.772,622.068,895.969,181.986,999.053,55.2122,114.74,517.044,33.5786,232.58,794.483,37.1743,310.445,871.397,261.153,314.129,756.255,573.763,-25.408,598.366,676.943,299.485,785.414,454.295,108.449,799.239,921.117
1.73,239.979,942.126,86.2099,185.177,794.772,920.952,-24.828,507.357,333.037,50.2989,588.721,899.227,44.3477,457.913,74.3706,5.4514,515.377,462.669,37.4011,310.408,92.5154,297.454,610.006,893.977,182.549,998.611,58.2658,111.576,483.369,30.8423,232.492,794.199,36.9061,310.492,867.518,262.28,314.083,747.835,573.174,-26.3655,587.37,673.214,299.379,778.469,453.99,106.699,785.949,919.058
1.74,240.54,940.881,88.5484,183.16,782.107,919.29,-25.0867,489.51,331.941,49.9228,574.881,896.868,42.2667,428.268,74.4098,5.91457,503.624,459.965,38.2421,281.114,99.89,297.038,597.733,892.024,183.184,998.032,61.6749,108.754,452.619,29.0138,232.42,793.921,36.674,310.576,863.301,263.546,314.006,738.936,572.588,-27.4144,575.961,669.696,299.273,771.038,453.699,104.89,772.479,917.001
1.75,241.197,939.458,91.1788,181.077,769.258,917.605,-25.3967,472.139,331.095,49.4598,560.887,894.622,40.5666,401.743,74.7791,6.21877,491.15,457.602,39.5262,255.015,106.192,296.522,585.236,890.123,183.907,997.291,65.4562,106.442,425.309,27.7631,232.386,793.658,36.4962,310.715,858.724,264.947,313.893,729.56,572.01,-28.4904,563.906,666.543,299.184,763.102,453.421,103.025,758.83,914.975
1.76,241.981,937.844,94.1072,178.953,756.19,915.901,-25.743,455.335,330.326,48.9045,546.745,892.533,39.3234,378.681,75.094,6.36354,477.865,455.631,41.0895,232.358,110.763,295.901,572.507,888.286,184.739,996.364,69.6258,104.749,401.834,26.7785,232.416,793.411,36.3851,310.93,853.761,266.473,313.736,719.711,571.44,-29.5193,551.004,663.883,299.134,754.63,453.149,101.114,745.007,913.01
1.77,242.919,936.015,97.3333,176.821,742.871,914.189,-26.1075,439.161,329.473,48.2513,532.463,890.641,38.5758,359.243,75.0303,6.35695,463.739,454.071,42.7618,213.234,113.1,295.171,559.542,886.526,185.709,995.219,74.2049,103.709,382.408,25.8151,232.534,793.179,36.3376,311.238,848.378,268.112,313.535,709.391,570.874,-30.4311,537.112,661.809,299.15,745.576,452.87,99.1622,731.018,911.132
1.78,244.029,933.936,100.861,174.708,729.271,912.484,-26.4724,423.63,328.427,47.4949,518.054,888.981,38.3182,343.376,74.3741,6.21334,448.814,452.913,44.398,197.537,112.923,294.325,546.344,884.855,186.842,993.807,79.2248,103.266,367.023,24.7343,232.745,792.95,36.3274,311.648,842.534,269.86,313.295,698.586,570.302,-31.1755,522.178,660.365,299.263,735.876,452.564,97.1806,716.879,909.368
1.79,245.31,931.551,104.7,172.631,715.376,910.809,-26.8235,408.695,327.145,46.631,503.534,887.579,38.5005,330.814,73.0543,5.94905,433.194,452.123,45.8997,184.974,110.207,293.36,532.921,883.282,188.141,992.048,84.7303,103.296,355.435,23.5209,233.034,792.713,36.3037,312.163,836.177,271.723,313.027,687.262,569.704,-31.734,506.253,659.538,299.505,725.451,452.205,95.1782,702.608,907.745
1.8,246.741,928.779,108.871,170.595,701.185,909.193,-27.1537,394.252,325.661,45.656,488.923,886.455,39.0315,321.114,71.1482,5.57718,417.037,451.653,47.2236,175.09,105.18,292.27,519.288,881.82,189.579,989.816,90.7825,103.637,347.192,22.2763,233.355,792.457,36.202,312.778,829.245,273.722,312.751,675.358,569.054,-32.1286,489.5,659.26,299.907,714.201,451.763,93.165,688.227,906.283
1.81,248.278,925.506,113.401,168.592,686.719,907.673,-27.4641,380.163,324.07,44.5682,474.247,885.623,39.7888,313.721,68.8558,5.10401,400.537,451.445,48.376,167.331,98.2724,291.053,505.465,880.479,191.099,986.935,97.4571,104.117,341.686,21.1839,233.648,792.181,35.9669,313.483,821.652,275.89,312.487,662.784,568.322,-32.423,472.174,659.422,300.493,702.012,451.205,91.1514,673.766,905.004
1.82,249.866,921.584,118.328,166.61,672.022,906.29,-27.7657,366.288,322.506,43.3667,459.535,885.085,40.634,308.034,66.449,4.52836,383.909,451.438,49.3969,161.128,90.0605,289.705,491.482,879.273,192.618,983.18,104.841,104.583,338.235,20.4514,233.85,791.892,35.5775,314.265,813.295,278.26,312.267,649.428,567.472,-32.7146,454.593,659.891,301.279,688.765,450.494,89.1478,659.255,903.923
1.83,251.443,916.832,123.704,164.636,657.158,905.086,-28.0782,352.515,321.11,42.0523,444.823,884.84,41.4313,303.494,64.2065,3.84367,367.372,451.57,50.3395,155.98,81.2012,288.227,477.37,878.215,194.044,978.301,113.02,104.91,336.171,20.241,233.918,791.59,35.0639,315.109,804.044,280.856,312.124,635.171,566.471,-33.1173,437.089,660.533,302.27,674.345,449.597,87.1652,644.731,903.054
1.84,252.948,911.051,129.58,162.664,642.207,904.093,-28.4269,338.801,319.999,40.6269,430.147,884.878,42.0693,299.658,62.35,3.04191,351.136,451.785,51.2511,151.514,72.3622,286.622,463.169,877.318,195.292,972.042,122.07,105.017,334.919,20.6125,233.836,791.252,34.5132,316.001,793.745,283.685,312.092,619.905,565.287,-33.7389,419.974,661.231,303.453,658.654,448.484,85.2151,630.232,902.405
1.85,254.329,904.037,136.003,160.699,627.261,903.325,-28.8376,325.199,319.233,39.0934,415.546,885.183,42.4831,296.24,61.0034,2.11805,335.392,452.031,52.1565,147.513,64.1459,284.895,448.921,876.597,196.294,964.175,132.033,104.873,334.056,21.5033,233.614,790.805,34.0743,316.926,782.237,286.728,312.197,603.552,563.893,-34.6584,403.498,661.898,304.798,641.62,447.137,83.31,615.796,901.981
1.86,255.543,895.603,143.015,158.765,612.416,902.773,-29.33,311.876,318.799,37.4564,401.059,885.736,42.6667,293.118,60.1874,1.07349,320.307,452.258,53.0477,143.894,57.0148,283.055,434.668,876.067,197.01,954.527,142.91,104.504,333.323,22.7547,233.297,790.113,33.9594,317.871,769.359,289.941,312.443,586.085,562.271,-35.9072,387.836,662.479,306.253,623.211,445.552,81.4628,601.463,901.781
1.87,256.553,885.602,150.643,156.899,597.767,902.41,-29.9166,299.108,318.612,35.7221,386.724,886.512,42.6639,290.292,59.8445,-0.0831481,306.028,452.422,53.8852,140.661,51.2448,281.115,420.453,875.743,197.429,943.003,154.644,103.98,332.595,24.1665,232.964,788.961,34.4343,318.818,754.974,293.261,312.806,567.54,560.419,-37.4635,373.079,662.948,307.747,603.443,443.745,79.687,587.269,901.801
1.88,257.332,873.945,158.896,155.144,583.399,902.193,-30.6059,287.229,318.55,33.8985,372.574,887.486,42.5441,287.815,59.8724,-1.33701,292.674,452.484,54.6127,137.848,46.9179,279.089,406.316,875.64,197.563,929.593,167.121,103.393,331.84,25.5537,232.729,787.058,35.7864,319.749,738.987,296.61,313.226,548.01,558.361,-39.261,359.243,663.307,309.198,582.377,441.758,77.9958,573.247,902.034
1.89,257.854,860.606,167.756,153.542,569.378,902.07,-31.4067,276.565,318.486,31.9953,358.641,888.63,42.3757,285.744,60.1535,-2.66841,280.335,452.416,55.1766,135.487,43.9434,276.996,392.292,875.774,197.426,914.36,180.168,102.822,331.074,26.7836,232.729,784.056,38.2644,320.637,721.364,299.912,313.612,527.639,556.156,-41.2075,346.29,663.576,310.518,560.12,439.66,76.4021,559.424,902.47
1.9,258.096,845.618,177.164,152.12,555.747,901.997,-32.326,267.362,318.325,30.0245,344.947,889.914,42.2109,284.102,60.5745,-4.0532,269.069,452.203,55.5388,133.585,42.105,274.854,378.412,876.157,197.015,897.411,193.549,102.329,330.337,27.7871,233.09,779.592,42.0053,321.453,702.141,303.113,313.865,506.599,553.908,-43.2038,334.145,663.788,311.627,536.818,437.551,74.9177,545.823,903.097
1.91,258.037,829.055,187.004,150.893,542.515,901.947,-33.3607,259.738,318.017,27.9991,331.511,891.311,42.0786,282.882,61.0436,-5.46225,258.896,451.846,55.685,132.121,41.1208,272.685,364.7,876.804,196.297,878.873,206.966,101.946,329.668,28.5506,233.907,773.32,46.99,322.164,681.422,306.192,313.9,485.077,551.76,-45.1582,322.722,663.976,312.461,512.643,435.555,73.5528,532.461,903.903
1.92,257.663,811.021,197.093,149.857,529.663,901.924,-34.4892,253.658,317.56,25.9334,318.345,892.79,41.9852,282.05,61.5005,-6.86161,249.801,451.36,55.6295,131.048,40.7002,270.509,351.17,877.726,195.23,858.889,220.07,101.69,329.101,29.099,235.23,764.927,53.0554,322.735,659.371,309.166,313.667,463.245,549.876,-46.9951,311.927,664.175,312.981,487.781,433.812,72.3164,519.347,904.876
1.93,256.974,791.629,207.193,148.994,517.142,901.962,-35.6688,248.942,316.981,23.8416,305.453,894.327,41.9214,281.556,61.9153,-8.21335,241.733,450.772,55.4115,130.3,40.588,268.345,337.833,878.931,193.794,837.63,232.486,101.558,328.652,29.4783,237.055,754.142,59.9335,323.131,636.192,312.078,313.159,441.244,548.419,-48.659,301.676,664.41,313.174,462.423,432.465,71.2151,506.483,906.004
